,sentiment,review_body,review_tidy,tokens
6382,0,"I was very disappointed. The discription was misleading. I thought I was getting 8 GB of usable storage,but I only got 4. The other 4 is taken up with system files and factory downloads I may or may not have wanted. Returning to upgrade to 16 GB.",disappointed discription misleading thought getting usable storage taken system files factory downloads wanted Returning upgrade,"['disappoint', 'discription', 'misleading', 'think', 'get', 'usable', 'storage', 'take', 'system', 'file', 'factory', 'download', 'want', 'return', 'upgrade']"
6383,0,"It's very nice, but it does not run a lot of google apps",nice google apps,"['nice', 'google', 'app']"
6397,0,The Fire HD 7 doesn't hold a charge for long.  There are several situations in which the proper action is not intuitive.  The camera is worthless in low light situations.  I wish it had onboard photo storage.  But my wife loves it!,Fire hold charge long There several situations proper action intuitive camera worthless light situations wish onboard photo storage wife loves,"['fire', 'hold', 'charge', 'long', 'there', 'several', 'situation', 'proper', 'action', 'intuitive', 'camera', 'worthless', 'light', 'situation', 'wish', 'onboard', 'photo', 'storage', 'wife', 'love']"
6405,0,"Not nearly as intuitive or useful as an iPad.  It was cheap, probably its only real plus.",nearly intuitive useful iPad cheap probably real plus,"['nearly', 'intuitive', 'useful', 'ipad', 'cheap', 'probably', 'real', 'plus']"
6416,0,"I had no idea when I bought this one that every time I turned it on, it would bring up advertisements. It's beyond annoying. I didn't realize I was paying for ads. I'm seriously considering getting rid of this and just returning to a basic ereader.",idea bought every time turned would bring advertisements beyond annoying realize paying seriously considering getting returning basic ereader,"['idea', 'buy', 'every', 'time', 'turn', 'would', 'bring', 'advertisement', 'beyond', 'annoying', 'realize', 'pay', 'seriously', 'consider', 'get', 'return', 'basic', 'ereader']"
6420,0,The first one I had less than a month & it just completely stopped working. So to me that's a total piece of junk!,first less month completely stopped working total piece junk,"['first', 'less', 'month', 'completely', 'stop', 'work', 'total', 'piece', 'junk']"
6423,0,"It's brand new and I'm having problems already. The battery life sucks. It goes down pretty fast. And when it shuts off its hard for me to get it back , on. Other than that everything is perfect. How I wish I could've given five stars.",brand problems already battery life sucks goes pretty fast shuts hard back Other everything perfect wish could given five stars,"['brand', 'problem', 'already', 'battery', 'life', 'suck', 'go', 'pretty', 'fast', 'shut', 'hard', 'back', 'other', 'everything', 'perfect', 'wish', 'could', 'give', 'five', 'star']"
6426,0,Apps will automatically shut down. Video drops out. Really can't do much except read books.,Apps automatically shut Video drops Really much except read books,"['app', 'automatically', 'shut', 'video', 'drop', 'really', 'much', 'except', 'read', 'book']"
6431,0,BUY THE EXTENDED WARRANTY!!!! Got the kindle fire 3 months ago. Has worked great until one day it didn't. Screen went black while watching Netflix and would never come back. Had to return to get a new one.,EXTENDED WARRANTY kindle fire months worked great Screen went black watching Netflix would never come back return,"['extended', 'warranty', 'kindle', 'fire', 'month', 'work', 'great', 'screen', 'go', 'black', 'watch', 'netflix', 'would', 'never', 'come', 'back', 'return']"
6434,0,Have trouble integrating with other readers and other publishers.,Have trouble integrating readers publishers,"['have', 'trouble', 'integrate', 'reader', 'publisher']"
6439,0,"As advertised it should slide off a car and not break. My son dropped it not even a foot from the lament floor and the screen shattered. I was going to switch devices with my older 16 GB version (before the drop) b/c 8GB equals 2 games and Amazon free-time...nothing else. For some reason, it keeps defaulting back to airplane mode b/c of wifi or storage. It feels cheaply made and has been the biggest pain since Xmas. I realize the 8GB was my fault, but I'm very disappointed in this version of the Fire HD. It was a 114.00 mistake b/c it's worth 40.00..now nothing",advertised slide break dropped even foot lament floor screen shattered going switch devices older version drop equals games Amazon free time nothing else reason keeps defaulting back airplane mode wifi storage feels cheaply made biggest pain since Xmas realize fault disappointed version Fire mistake worth nothing,"['advertise', 'slide', 'break', 'drop', 'even', 'foot', 'lament', 'floor', 'screen', 'shatter', 'go', 'switch', 'device', 'old', 'version', 'drop', 'equal', 'game', 'amazon', 'free', 'time', 'nothing', 'else', 'reason', 'keep', 'default', 'back', 'airplane', 'mode', 'wifi', 'storage', 'feels', 'cheaply', 'make', 'big', 'pain', 'since', 'xmas', 'realize', 'fault', 'disappoint', 'version', 'fire', 'mistake', 'worth', 'nothing']"
6444,0,Would be great if the battery lasted more than 40 minutes. I can't even watch 2 kids TV shows without the thing needing a charge. Useless,Would great battery lasted minutes even watch kids shows without thing needing charge Useless,"['would', 'great', 'battery', 'last', 'minute', 'even', 'watch', 'kid', 'show', 'without', 'thing', 'need', 'charge', 'useless']"
6456,0,unless you want to spend a lot of money on amazon this thing is basically it advertised a of memory but I only have access to around 5 very big disappointment wish I could get my money back but I got it at a charity auction and paid almost full price should have bought a samsung tablet dead you cannot even had a memory card and you cannot customize any photos for your home screen because it just shows you suggested amazon prada so disappointed please do not waste your money on a kindle prada les you want to buy a bunch of amazon stuff,unless want spend money amazon thing basically advertised memory access around disappointment wish could money back charity auction paid almost full price bought samsung tablet dead cannot even memory card cannot customize photos home screen shows suggested amazon prada disappointed please waste money kindle prada want bunch amazon stuff,"['unless', 'want', 'spend', 'money', 'amazon', 'thing', 'basically', 'advertise', 'memory', 'access', 'around', 'disappointment', 'wish', 'could', 'money', 'back', 'charity', 'auction', 'pay', 'almost', 'full', 'price', 'buy', 'samsung', 'tablet', 'dead', 'can', 'not', 'even', 'memory', 'card', 'can', 'not', 'customize', 'photo', 'home', 'screen', 'show', 'suggest', 'amazon', 'prada', 'disappoint', 'please', 'waste', 'money', 'kindle', 'prada', 'want', 'bunch', 'amazon', 'stuff']"
6465,0,"Cheaply made, bad battery life, weird freezing on books and video. And the download time for books is terrible. I have the kindle fire 6 and I loved it so much that when I received the fire hd 7&#34; was sadly dissapointed.",Cheaply made battery life weird freezing books video download time books terrible kindle fire loved much received fire sadly dissapointed,"['cheaply', 'make', 'battery', 'life', 'weird', 'freeze', 'book', 'video', 'download', 'time', 'book', 'terrible', 'kindle', 'fire', 'love', 'much', 'receive', 'fire', 'sadly', 'dissapointe']"
6475,0,"Maybe one star is a little harsh but I'm pretty frustrated with it. The format in which it runs is not user friendly. My 3yr old has a Samsung tablet and flys thru it no problem, he gets super frustrated trying to play with this one. I struggled setting this thing up. And now that I've downloaded 7 free games took 6 pictures and one 35sec video the memory is full. And when the memory is full for whatever reason you can't log onto the Internet. I'm not a tech savvy person but basic operations thru most tablets is do able, this one however is too complicated. I think it only has 5gigs of internal memory?!?",Maybe star little harsh pretty frustrated format runs user friendly Samsung tablet flys thru problem gets super frustrated trying play struggled setting thing downloaded free games took pictures video memory full memory full whatever reason onto Internet tech savvy person basic operations thru tablets able however complicated think gigs internal memory,"['maybe', 'star', 'little', 'harsh', 'pretty', 'frustrated', 'format', 'run', 'user', 'friendly', 'samsung', 'tablet', 'flys', 'thru', 'problem', 'get', 'super', 'frustrated', 'trying', 'play', 'struggle', 'set', 'thing', 'download', 'free', 'game', 'take', 'picture', 'video', 'memory', 'full', 'memory', 'full', 'whatever', 'reason', 'onto', 'internet', 'tech', 'savvy', 'person', 'basic', 'operation', 'thru', 'tablet', 'able', 'however', 'complicated', 'think', 'gigs', 'internal', 'memory']"
6482,0,"I really like my fire.  I like the HD display, reading books and playing an occasional game.  However, I would appreciate not having to deal with annoying ads every time I do something or make a move on my Kindle. Very frustrating.",really like fire like display reading books playing occasional game However would appreciate deal annoying every time something make move Kindle Very frustrating,"['really', 'like', 'fire', 'like', 'display', 'read', 'book', 'play', 'occasional', 'game', 'however', 'would', 'appreciate', 'deal', 'annoying', 'every', 'time', 'something', 'make', 'move', 'kindle', 'very', 'frustrating']"
